68.183.154.2"-"01/Feb/2019:00:01:25 +0100"GET / HTTP/1.0"200"48333"-"Mozilla/5.0 (compatible; NetcraftSurveyAgent/1.0; +info@netcraft.com)
185.139.124.93"-"04/Feb/2019:18:28:31 +0100"GET /post/split-payment-jak-odzyskac-srodki-z-rachunku-vat HTTP/1.1"200"7230"https://www.google.com/"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.98 Safari/537.36
46.229.168.151"-"04/Feb/2019:18:39:28 +0100"GET /robots.txt HTTP/1.1"404"5179"-"Mozilla/5.0 (compatible; SemrushBot/3~bl; +http://www.semrush.com/bot.html)
46.229.168.140"-"04/Feb/2019:18:39:28 +0100"GET /tags/kontrola%20celno-skarbowa HTTP/1.1"200"8202"-"Mozilla/5.0 (compatible; SemrushBot/3~bl; +http://www.semrush.com/bot.html)
66.249.64.48"-"04/Feb/2019:19:02:42 +0100"GET /tags/prawa%20autorskie HTTP/1.1"200"6625"-"Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.96 Mobile Safari/537.36 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)
5.173.248.119"-"04/Feb/2019:19:03:56 +0100"GET /post/jak-usunac-przedawniona-hipoteke-przymusowa-ustanowiona-przez-urzad-skarbowy HTTP/1.1"200"8181"https://www.google.com/"Mozilla/5.0 (Windows NT 6.1; rv:64.0) Gecko/20100101 Firefox/64.0
78.46.85.236"-"04/Feb/2019:19:05:54 +0100"GET /robots.txt HTTP/1.1"404"32944"-"Mozilla/5.0 (compatible; MJ12bot/v1.4.8; http://mj12bot.com/)
78.46.85.236"-"04/Feb/2019:19:05:55 +0100"GET /tags/Naruszenia%20przepis%C3%B3w HTTP/1.1"200"39015"-"Mozilla/5.0 (compatible; MJ12bot/v1.4.8; http://mj12bot.com/)
78.46.85.236"-"04/Feb/2019:19:05:57 +0100"GET /tags/hipoteka%20urz%C4%99du%20skarbowego HTTP/1.1"200"6069"-"Mozilla/5.0 (compatible; MJ12bot/v1.4.8; http://mj12bot.com/)
78.46.85.236"-"04/Feb/2019:19:05:58 +0100"GET /tags/jak%20wykre%C5%9Bli%C4%87%20hipotek%C4%99 HTTP/1.1"200"6071"-"Mozilla/5.0 (compatible; MJ12bot/v1.4.8; http://mj12bot.com/)
78.46.85.236"-"04/Feb/2019:19:06:00 +0100"GET /tags/nadp%C5%82aty%20podatk%C3%B3w HTTP/1.1"200"6922"-"Mozilla/5.0 (compatible; MJ12bot/v1.4.8; http://mj12bot.com/)
78.46.85.236"-"04/Feb/2019:19:06:01 +0100"GET /tags/odpowiedzialno%C5%9B%C4%87%20cz%C5%82onka%20zarz%C4%85du%20za%20zobowi%C4%85zania%20podatkowe HTTP/1.1"200"6713"-"Mozilla/5.0 (compatible; MJ12bot/v1.4.8; http://mj12bot.com/)
78.46.85.236"-"04/Feb/2019:19:06:03 +0100"GET /tags/odpowiedzialno%C5%9B%C4%87%20prezesa%20sp%C3%B3%C5%82ki HTTP/1.1"200"6714"-"Mozilla/5.0 (compatible; MJ12bot/v1.4.8; http://mj12bot.com/)
78.46.85.236"-"04/Feb/2019:19:06:04 +0100"GET /tags/odpowiedzialno%C5%9B%C4%87%20zarz%C4%85du HTTP/1.1"200"6712"-"Mozilla/5.0 (compatible; MJ12bot/v1.4.8; http://mj12bot.com/)
78.46.85.236"-"04/Feb/2019:19:06:06 +0100"GET /tags/ponaglenie%20na%20nieza%C5%82atwienie%20sprawy%20w%20terminie HTTP/1.1"200"6091"-"Mozilla/5.0 (compatible; MJ12bot/v1.4.8; http://mj12bot.com/)
78.46.85.236"-"04/Feb/2019:19:06:07 +0100"GET /tags/przes%C5%82uchanie%20prezesa%20sp%C3%B3%C5%82ki%20urz%C4%85d%20skarbowy HTTP/1.1"404"5196"-"Mozilla/5.0 (compatible; MJ12bot/v1.4.8; http://mj12bot.com/)
78.46.85.236"-"04/Feb/2019:19:06:09 +0100"GET /tags/przes%C5%82uchanie%20%C5%9Bwiadka%20urz%C4%85d%20skarbowy HTTP/1.1"200"6102"-"Mozilla/5.0 (compatible; MJ12bot/v1.4.8; http://mj12bot.com/)
78.46.85.236"-"04/Feb/2019:19:06:10 +0100"GET /tags/wykre%C5%9Blenie%20hipoteki%20ZUS HTTP/1.1"200"6079"-"Mozilla/5.0 (compatible; MJ12bot/v1.4.8; http://mj12bot.com/)
78.46.85.236"-"04/Feb/2019:19:06:12 +0100"GET /tags/wykre%C5%9Blenie%20hipoteki%20urz%C4%99du%20skarbowego HTTP/1.1"200"6076"-"Mozilla/5.0 (compatible; MJ12bot/v1.4.8; http://mj12bot.com/)
78.46.85.236"-"04/Feb/2019:19:06:13 +0100"GET /tags/%C5%9Arodki%20zaskar%C5%BCenia HTTP/1.1"200"8108"-"Mozilla/5.0 (compatible; MJ12bot/v1.4.8; http://mj12bot.com/)
5.173.248.119"-"04/Feb/2019:19:06:49 +0100"GET /favicon.ico HTTP/1.1"404"5178"-"Mozilla/5.0 (Windows NT 6.1; rv:64.0) Gecko/20100101 Firefox/64.0
66.249.64.44"-"04/Feb/2019:19:12:36 +0100"GET /post/czy-skarbowka-ma-dostep-twoich-rachunkow-bankowych HTTP/1.1"200"7646"-"Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.96 Mobile Safari/537.36 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)
31.183.189.69"-"04/Feb/2019:19:39:09 +0100"GET / HTTP/1.1"200"8286"-"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:65.0) Gecko/20100101 Firefox/65.0
34.201.216.116"-"04/Feb/2019:19:53:50 +0100"GET /robots.txt HTTP/1.1"404"5179"-"IABTechLab Ads.txt Crawler
46.229.168.154"-"04/Feb/2019:20:10:21 +0100"GET /robots.txt HTTP/1.1"404"5179"-"Mozilla/5.0 (compatible; SemrushBot/3~bl; +http://www.semrush.com/bot.html)
46.229.168.142"-"04/Feb/2019:20:10:21 +0100"GET /post/czy-powolanie-sie-na-prostytucje-uchroni-przed-opodatkowaniem-dochodow-nieujawnionych HTTP/1.1"200"7549"-"Mozilla/5.0 (compatible; SemrushBot/3~bl; +http://www.semrush.com/bot.html)
185.93.94.211"-"04/Feb/2019:20:24:09 +0100"GET /post/czy-skarbowka-ma-dostep-twoich-rachunkow-bankowych HTTP/1.1"200"7646"https://www.google.com/"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_5) AppleWebKit/603.3.8 (KHTML, like Gecko) Version/10.1.2 Safari/603.3.8
66.249.64.48"-"04/Feb/2019:20:26:55 +0100"GET /tags/przychody%20z%20innych%20%C5%BAr%C3%B3de%C5%82 HTTP/1.1"200"6374"-"Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.96 Mobile Safari/537.36 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)
66.102.9.47"-"04/Feb/2019:20:28:41 +0100"GET /post/czy-skarbowka-ma-dostep-twoich-rachunkow-bankowych HTTP/1.1"200"7644"https://www.google.com/"Mozilla/5.0 (Linux; Android 5.1.1; MotoG3 Build/LPI23.72-47) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.126 Mobile Safari/537.36
40.77.167.152"-"04/Feb/2019:20:30:01 +0100"GET /tags/sprzeda%C5%BC%20podr%C3%B3bek%20z%20chin HTTP/1.1"200"6317"-"Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)
213.136.69.147"-"04/Feb/2019:20:42:36 +0100"GET / HTTP/1.1"200"47047"walkazfiskusem.pl"Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US) AppleWebKit/533.4 (KHTML, like Gecko) Chrome/5.0.375.99 Safari/533.4
93.158.166.4"-"04/Feb/2019:21:31:21 +0100"GET /robots.txt HTTP/1.1"404"32944"-"Mozilla/5.0 (compatible; YandexBot/3.0; +http://yandex.com/bots)
188.146.224.178"-"04/Feb/2019:21:48:38 +0100"GET /post/ile-trwa-kontrola-podatkowa-przedsiebiorcy HTTP/1.1"200"8273"https://www.google.com/"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.98 Safari/537.36
66.249.64.44"-"04/Feb/2019:22:17:53 +0100"GET /tags/sprzeda%C5%BC%20podr%C3%B3bek HTTP/1.1"200"6318"-"Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.96 Mobile Safari/537.36 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)
209.17.96.10"-"04/Feb/2019:22:23:52 +0100"GET / HTTP/1.1"200"47047"-"Mozilla/5.0 (compatible; Nimbostratus-Bot/v1.3.2; http://cloudsystemnetworks.com)
216.244.66.250"-"04/Feb/2019:22:34:51 +0100"GET /robots.txt HTTP/1.1"404"32944"-"Mozilla/5.0 (compatible; DotBot/1.1; http://www.opensiteexplorer.org/dotbot, help@moz.com)
207.46.13.206"-"04/Feb/2019:22:36:12 +0100"GET /post/przegapienie-terminu-na-wniesienie-zarzutow HTTP/1.1"200"7427"-"Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)
89.66.52.159"-"04/Feb/2019:22:48:07 +0100"GET /wp-login.php HTTP/1.1"404"32948"-"Mozilla/5.0 (Windows NT 6.1; WOW64; rv:40.0) Gecko/20100101 Firefox/40.1
89.66.52.159"-"04/Feb/2019:22:48:07 +0100"GET / HTTP/1.1"200"47063"-"Mozilla/5.0 (Windows NT 6.1; WOW64; rv:40.0) Gecko/20100101 Firefox/40.1
157.55.39.5"-"04/Feb/2019:22:51:10 +0100"GET /robots.txt HTTP/1.1"404"5179"-"Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)
188.147.39.253"-"04/Feb/2019:22:58:53 +0100"GET /post/czy-skarbowka-ma-dostep-twoich-rachunkow-bankowych HTTP/1.1"200"7645"http://www.google.com/"Mozilla/5.0 (Linux; Android 8.0.0; RNE-L21) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.99 Mobile Safari/537.36
78.88.145.227"-"04/Feb/2019:23:00:06 +0100"GET /post/kiedy-pozyczka-lub-darowizna-moga-zostac-opodatkowane-sankcyjna-20-stawka HTTP/1.1"200"7395"http://www.google.com/"Mozilla/5.0 (Linux; Android 8.0.0; PRA-LX1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.99 Mobile Safari/537.36
185.25.122.200"-"04/Feb/2019:23:02:24 +0100"GET /post/jak-przebiega-kontrola-celno-skarbowa HTTP/1.1"200"11274"https://www.google.pl/"Mozilla/5.0 (Windows NT 6.3; Win64; x64; rv:63.0) Gecko/20100101 Firefox/63.0
18.236.220.237"-"04/Feb/2019:23:03:28 +0100"GET /post/jak-przebiega-kontrola-celno-skarbowa HTTP/1.1"200"53156"-"Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)
185.25.122.200"-"04/Feb/2019:23:03:48 +0100"GET /favicon.ico HTTP/1.1"404"5178"-"Mozilla/5.0 (Windows NT 6.3; Win64; x64; rv:63.0) Gecko/20100101 Firefox/63.0
216.244.66.250"-"04/Feb/2019:23:04:03 +0100"GET /tags/jak%20wykre%C5%9Bli%C4%87%20hipotek%C4%99?page=1 HTTP/1.1"200"35725"-"Mozilla/5.0 (compatible; DotBot/1.1; http://www.opensiteexplorer.org/dotbot, help@moz.com)
31.128.18.44"-"04/Feb/2019:23:05:54 +0100"GET /wp-login.php HTTP/1.1"404"32948"-"Mozilla/5.0 (Windows NT 6.1; WOW64; rv:40.0) Gecko/20100101 Firefox/40.1
31.128.18.44"-"04/Feb/2019:23:05:54 +0100"GET / HTTP/1.1"200"47063"-"Mozilla/5.0 (Windows NT 6.1; WOW64; rv:40.0) Gecko/20100101 Firefox/40.1
66.249.89.108"-"04/Feb/2019:23:22:02 +0100"GET / HTTP/1.1"200"8286"-"FeedFetcher-Google; (+http://www.google.com/feedfetcher.html)
207.46.13.206"-"04/Feb/2019:23:23:15 +0100"GET /post/co-grozi-za-handel-podrobkami HTTP/1.1"200"9924"-"Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)
185.25.122.200"-"04/Feb/2019:23:32:45 +0100"GET /post/jak-przebiega-kontrola-celno-skarbowa HTTP/1.1"200"11275"https://www.google.pl/"Mozilla/5.0 (Windows NT 6.3; Win64; x64; rv:63.0) Gecko/20100101 Firefox/63.0
46.229.168.147"-"05/Feb/2019:00:00:37 +0100"GET /robots.txt HTTP/1.1"404"5179"-"Mozilla/5.0 (compatible; SemrushBot/3~bl; +http://www.semrush.com/bot.html)
46.229.168.137"-"05/Feb/2019:00:00:38 +0100"GET /tags/hipoteka%20urz%C4%99du%20skarbowego HTTP/1.1"200"6069"-"Mozilla/5.0 (compatible; SemrushBot/3~bl; +http://www.semrush.com/bot.html)
46.229.168.136"-"05/Feb/2019:00:33:51 +0100"GET /post/kiedy-powstaja-dochody-nieujawnione HTTP/1.1"200"7346"-"Mozilla/5.0 (compatible; SemrushBot/3~bl; +http://www.semrush.com/bot.html)
46.229.168.129"-"05/Feb/2019:00:41:53 +0100"GET /tags/nadp%C5%82aty%20podatk%C3%B3w HTTP/1.1"200"6922"-"Mozilla/5.0 (compatible; SemrushBot/3~bl; +http://www.semrush.com/bot.html)
213.5.144.151"-"05/Feb/2019:00:49:45 +0100"GET /post/jak-usunac-przedawniona-hipoteke-przymusowa-ustanowiona-przez-urzad-skarbowy HTTP/1.1"200"8177"https://www.google.pl/"Mozilla/5.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.98 Safari/537.36
66.249.64.48"-"05/Feb/2019:01:29:15 +0100"GET /post/kiedy-czlonek-zarzadu-odpowie-za-zobowiazania-podatkowe-spolki-z-oo HTTP/1.1"200"7531"-"Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.96 Mobile Safari/537.36 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)
216.244.66.250"-"05/Feb/2019:01:45:13 +0100"GET /robots.txt HTTP/1.1"404"32944"-"Mozilla/5.0 (compatible; DotBot/1.1; http://www.opensiteexplorer.org/dotbot, help@moz.com)
216.244.66.250"-"05/Feb/2019:01:53:19 +0100"GET /tags/hipoteka%20zus HTTP/1.1"200"35686"-"Mozilla/5.0 (compatible; DotBot/1.1; http://www.opensiteexplorer.org/dotbot, help@moz.com)
207.241.229.33"-"05/Feb/2019:02:12:09 +0100"GET /robots.txt HTTP/1.0"404"32907"-"Mozilla/5.0 (compatible; archive.org_bot +http://www.archive.org/details/archive.org_bot)
207.241.229.33"-"05/Feb/2019:02:12:13 +0100"GET /favicon.ico HTTP/1.0"404"32909"http://www.walkazfiskusem.pl/"Mozilla/5.0 (compatible; archive.org_bot +http://www.archive.org/details/archive.org_bot)
66.249.64.44"-"05/Feb/2019:03:00:38 +0100"GET / HTTP/1.1"200"8286"-"Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.96 Mobile Safari/537.36 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)
85.89.172.3"-"05/Feb/2019:03:02:08 +0100"GET / HTTP/1.1"200"8286"-"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0.3 Safari/605.1.15
207.46.13.168"-"05/Feb/2019:04:56:48 +0100"GET / HTTP/1.1"200"8286"-"Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)
66.249.64.44"-"05/Feb/2019:05:01:15 +0100"GET /robots.txt HTTP/1.1"404"5179"-"Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)
66.249.64.44"-"05/Feb/2019:05:01:15 +0100"GET /post/czy-skarbowka-ma-dostep-twoich-rachunkow-bankowych HTTP/1.1"200"7644"-"Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.96 Mobile Safari/537.36 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)
66.249.64.44"-"05/Feb/2019:05:41:27 +0100"GET /post/zobowiazanego-trzeba-zawiadomic-jednoczesnie-z-dokonaniem-zajecia HTTP/1.1"200"6808"-"Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.96 Mobile Safari/537.36 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)
207.46.13.216"-"05/Feb/2019:05:55:53 +0100"GET /tags/prawa%20autorskie?page=1 HTTP/1.1"200"6625"-"Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)
216.244.66.250"-"05/Feb/2019:06:30:09 +0100"GET /robots.txt HTTP/1.1"404"32944"-"Mozilla/5.0 (compatible; DotBot/1.1; http://www.opensiteexplorer.org/dotbot, help@moz.com)
66.249.64.44"-"05/Feb/2019:06:31:25 +0100"GET /tags/Doradztwo%20podatkowe HTTP/1.1"200"7873"-"Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.96 Mobile Safari/537.36 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)
178.217.248.237"-"05/Feb/2019:06:39:33 +0100"GET /post/jak-usunac-przedawniona-hipoteke-przymusowa-ustanowiona-przez-urzad-skarbowy HTTP/1.1"200"8181"-"Mozilla/5.0 (Linux; U; Android 4.4.2; pl-pl; SM-T310 Build/KOT49H) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 Safari/534.30
93.158.166.4"-"05/Feb/2019:06:53:36 +0100"GET /robots.txt HTTP/1.1"404"32944"-"Mozilla/5.0 (compatible; YandexBot/3.0; +http://yandex.com/bots)
216.244.66.250"-"05/Feb/2019:07:06:32 +0100"GET /tags/czas%20trwania%20kontroli?page=1 HTTP/1.1"200"35371"-"Mozilla/5.0 (compatible; DotBot/1.1; http://www.opensiteexplorer.org/dotbot, help@moz.com)
46.229.168.140"-"05/Feb/2019:07:14:25 +0100"GET /robots.txt HTTP/1.1"404"5179"-"Mozilla/5.0 (compatible; SemrushBot/3~bl; +http://www.semrush.com/bot.html)
46.229.168.147"-"05/Feb/2019:07:14:25 +0100"GET /jak-rozpoznac HTTP/1.1"200"6897"-"Mozilla/5.0 (compatible; SemrushBot/3~bl; +http://www.semrush.com/bot.html)
216.244.66.250"-"05/Feb/2019:07:17:18 +0100"GET /robots.txt HTTP/1.1"404"32944"-"Mozilla/5.0 (compatible; DotBot/1.1; http://www.opensiteexplorer.org/dotbot, help@moz.com)
145.237.2.210"-"05/Feb/2019:07:28:08 +0100"GET /favicon.ico HTTP/1.1"404"5178"-"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:65.0) Gecko/20100101 Firefox/65.0
66.249.64.44"-"05/Feb/2019:07:31:55 +0100"GET /post/problemy-podatkowe-branzy-it-do-jakiego-zrodla-przychodow-zakwalifikowac-przychod-ze-zbycia-autorskich-praw-majatkowych-do-programu-komputerowego HTTP/1.1"200"8834"-"Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.96 Mobile Safari/537.36 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)
216.244.66.250"-"05/Feb/2019:07:51:29 +0100"GET /tags/Naruszenia%20przepis%C3%B3w?page=1 HTTP/1.1"200"39000"-"Mozilla/5.0 (compatible; DotBot/1.1; http://www.opensiteexplorer.org/dotbot, help@moz.com)
5.45.64.76"-"05/Feb/2019:08:04:08 +0100"GET / HTTP/1.1"200"8286"-"Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)
46.134.159.82"-"05/Feb/2019:08:39:23 +0100"GET /post/jak-przebiega-kontrola-celno-skarbowa HTTP/1.1"200"11277"https://www.google.pl/"Mozilla/5.0 (Windows NT 6.1; rv:64.0) Gecko/20100101 Firefox/64.0
31.184.238.190"-"05/Feb/2019:08:47:44 +0100"GET / HTTP/1.0"200"47010"http://www.walkazfiskusem.pl/"Mozilla/5.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.106 Safari/537.36
216.244.66.250"-"05/Feb/2019:08:53:39 +0100"GET /robots.txt HTTP/1.1"404"32944"-"Mozilla/5.0 (compatible; DotBot/1.1; http://www.opensiteexplorer.org/dotbot, help@moz.com)
40.77.167.0"-"05/Feb/2019:09:08:35 +0100"GET /post/kto-po-wejsciu-w-zycie-ustawy-o-kas-bedzie-rozpatrywal-twoja-sprawe HTTP/1.1"200"9271"-"Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)
46.229.168.139"-"05/Feb/2019:09:27:27 +0100"GET /robots.txt HTTP/1.1"404"5179"-"Mozilla/5.0 (compatible; SemrushBot/3~bl; +http://www.semrush.com/bot.html)
46.229.168.133"-"05/Feb/2019:09:27:28 +0100"GET /post/co-grozi-za-handel-podrobkami HTTP/1.1"200"9920"-"Mozilla/5.0 (compatible; SemrushBot/3~bl; +http://www.semrush.com/bot.html)
66.249.64.44"-"05/Feb/2019:10:03:09 +0100"GET /kontakt HTTP/1.1"200"5390"-"Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.96 Mobile Safari/537.36 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)
46.229.168.151"-"05/Feb/2019:10:09:46 +0100"GET /post/odpowiedzialnosc-zarzadu-kiedy-skarbowka-ma-prawo-uznac-ze-egzekucja-z-majatku-spolki-z-oo-jest-bezskuteczna HTTP/1.1"200"7614"-"Mozilla/5.0 (compatible; SemrushBot/3~bl; +http://www.semrush.com/bot.html)
66.249.64.48"-"05/Feb/2019:10:13:26 +0100"GET /?page=2 HTTP/1.1"200"8555"-"Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.96 Mobile Safari/537.36 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)
46.171.158.97"-"05/Feb/2019:10:18:25 +0100"GET /post/jak-przebiega-kontrola-celno-skarbowa HTTP/1.1"200"11276"https://www.google.pl/"Mozilla/5.0 (Windows NT 6.1; WOW64; rv:65.0) Gecko/20100101 Firefox/65.0
46.171.158.97"-"05/Feb/2019:10:18:28 +0100"GET /favicon.ico HTTP/1.1"404"5178"-"Mozilla/5.0 (Windows NT 6.1; WOW64; rv:65.0) Gecko/20100101 Firefox/65.0
5.184.30.143"-"05/Feb/2019:10:25:25 +0100"GET /post/split-payment-czy-rachunek-vat-trzeba-zglosic-fiskusowi HTTP/1.1"200"7507"https://www.google.com/"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:64.0) Gecko/20100101 Firefox/64.0
5.184.30.143"-"05/Feb/2019:10:26:16 +0100"GET /favicon.ico HTTP/1.1"404"5178"-"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:64.0) Gecko/20100101 Firefox/64.0
37.47.144.103"-"05/Feb/2019:10:29:58 +0100"GET /post/jak-usunac-przedawniona-hipoteke-przymusowa-ustanowiona-przez-urzad-skarbowy HTTP/1.1"200"8177"android-app://com.google.android.googlequicksearchbox"Mozilla/5.0 (Linux; Android 7.0; SM-G955F Build/NRD90M) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.91 Mobile Safari/537.36
216.244.66.250"-"05/Feb/2019:10:32:01 +0100"GET /robots.txt HTTP/1.1"404"32944"-"Mozilla/5.0 (compatible; DotBot/1.1; http://www.opensiteexplorer.org/dotbot, help@moz.com)
37.47.144.103"-"05/Feb/2019:10:32:15 +0100"GET /tags/hipoteka%20urz%C4%99du%20skarbowego HTTP/1.1"200"6069"http://www.walkazfiskusem.pl/post/jak-usunac-przedawniona-hipoteke-przymusowa-ustanowiona-przez-urzad-skarbowy"Mozilla/5.0 (Linux; Android 7.0; SM-G955F Build/NRD90M) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.91 Mobile Safari/537.36
37.47.144.103"-"05/Feb/2019:10:32:24 +0100"GET /post/jak-usunac-przedawniona-hipoteke-przymusowa-ustanowiona-przez-urzad-skarbowy HTTP/1.1"200"8181"android-app://com.google.android.googlequicksearchbox"Mozilla/5.0 (Linux; Android 7.0; SM-G955F Build/NRD90M) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.91 Mobile Safari/537.36
46.134.8.141"-"05/Feb/2019:10:33:23 +0100"GET /post/co-grozi-za-handel-podrobkami HTTP/1.1"200"9925"android-app://com.google.android.googlequicksearchbox"Mozilla/5.0 (Linux; Android 4.4.2; SM-T211 Build/KOT49H) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.68 Safari/537.36
66.249.64.46"-"05/Feb/2019:10:44:08 +0100"GET / HTTP/1.1"200"8286"-"Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)
66.249.64.46"-"05/Feb/2019:10:44:09 +0100"GET / HTTP/1.1"200"8286"-"Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)
109.201.154.238"-"05/Feb/2019:10:50:22 +0100"HEAD / HTTP/1.1"200"0"https://uptime.com/www.walkazfiskusem.pl"Mozilla/5.0 (compatible; Uptimebot/1.0; +http://www.uptime.com/uptimebot)
207.46.13.168"-"05/Feb/2019:10:58:04 +0100"GET /post/ile-trwa-kontrola-podatkowa-przedsiebiorcy HTTP/1.1"200"8276"-"Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)
145.237.2.215"-"05/Feb/2019:11:00:53 +0100"GET /post/czy-skarbowka-ma-dostep-twoich-rachunkow-bankowych HTTP/1.1"200"7644"https://www.google.com/"Mozilla/5.0 (Windows NT 6.3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.98 Safari/537.36
34.227.28.217"-"05/Feb/2019:11:01:26 +0100"GET /post/czy-skarbowka-ma-dostep-twoich-rachunkow-bankowych HTTP/1.1"200"40171"-"Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)
46.134.8.141"-"05/Feb/2019:11:02:46 +0100"GET /post/co-grozi-za-handel-podrobkami HTTP/1.1"200"9921"android-app://com.google.android.googlequicksearchbox"Mozilla/5.0 (Linux; Android 4.4.2; SM-T211 Build/KOT49H) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.68 Safari/537.36
157.55.39.13"-"05/Feb/2019:11:02:52 +0100"GET /robots.txt HTTP/1.1"404"5179"-"Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)
207.241.229.31"-"05/Feb/2019:11:03:37 +0100"GET /robots.txt HTTP/1.0"404"32907"-"Mozilla/5.0 (compatible; special_archiver/3.1.1 +http://www.archive.org/details/archive.org_bot)
